time_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
1941,-0.016592,-0.008296,1.039928,0.560000,-0.840000,0.840000
2002,-0.016104,-0.009272,1.037000,0.490000,-0.840000,0.700000
2064,-0.016592,-0.010736,1.039928,0.490000,-0.700000,0.840000
2125,-0.014640,-0.007808,1.040416,0.210000,-0.770000,0.630000
2185,-0.016104,-0.008784,1.039440,0.350000,-0.840000,0.770000
2247,-0.015616,-0.010248,1.038464,0.490000,-0.700000,0.910000
2308,-0.017080,-0.007320,1.042856,0.420000,-0.840000,0.630000
2370,-0.017080,-0.007808,1.040416,0.630000,-0.840000,0.700000
2444,-0.014152,-0.007320,1.038952,0.350000,-0.770000,0.770000
2506,-0.015128,-0.008784,1.038952,0.420000,-0.770000,0.700000
2568,-0.016104,-0.006344,1.040416,0.420000,-0.840000,0.770000
2629,-0.014640,-0.008784,1.038464,0.770000,-0.840000,0.910000
2690,-0.015128,-0.006344,1.039440,0.560000,-0.490000,0.770000
2751,-0.016104,-0.009272,1.037976,-0.070000,-0.700000,0.490000
2813,-0.014640,-0.008784,1.038952,0.840000,-0.840000,0.980000
2875,-0.014152,-0.006832,1.041392,0.420000,-0.840000,0.840000
2949,-0.014640,-0.003416,1.040416,0.280000,-0.700000,0.700000
3010,-0.017080,-0.007808,1.037488,0.490000,-0.910000,0.770000
3071,-0.017080,-0.007320,1.037976,0.420000,-0.770000,0.770000
3132,-0.013664,-0.007320,1.038464,0.420000,-0.840000,0.700000
3196,-0.015616,-0.007808,1.037976,0.560000,-0.910000,0.770000
3257,-0.014152,-0.007320,1.040416,0.280000,-0.770000,0.630000
3319,-0.016592,-0.008296,1.038952,0.560000,-0.840000,0.840000
3380,-0.016592,-0.008296,1.038464,0.420000,-0.770000,0.840000
3454,-0.014640,-0.008784,1.041392,0.280000,-0.770000,0.630000
3515,-0.018056,-0.006832,1.039440,0.420000,-0.770000,0.770000
3577,-0.015128,-0.009272,1.040416,0.490000,-0.840000,0.700000
3639,-0.014152,-0.005368,1.037976,0.560000,-0.840000,0.840000
3700,-0.015128,-0.006344,1.038952,0.070000,-0.770000,0.630000
3762,-0.013664,-0.009760,1.037488,0.560000,-0.770000,0.770000
3824,-0.016104,-0.006832,1.039928,0.420000,-0.840000,0.840000
3887,-0.014152,-0.007808,1.041392,0.420000,-0.840000,0.770000
3961,-0.015616,-0.004392,1.040416,0.560000,-0.840000,0.840000
4023,-0.015616,-0.005368,1.042368,0.560000,-0.770000,0.910000
4084,-0.016104,-0.007808,1.039928,0.630000,-0.910000,0.840000
4146,-0.015128,-0.006832,1.040416,0.560000,-0.840000,0.700000
4207,-0.015616,-0.007808,1.042368,0.420000,-0.840000,0.630000
4268,-0.017080,-0.007320,1.039928,0.490000,-0.700000,0.770000
4329,-0.016104,-0.007320,1.040904,0.560000,-0.700000,0.840000
4391,-0.014640,-0.007808,1.037976,0.420000,-0.770000,0.770000
4465,-0.014640,-0.006344,1.040904,0.350000,-0.770000,0.700000
4526,-0.015128,-0.008296,1.040904,0.280000,-0.700000,0.700000
4588,-0.016104,-0.008296,1.040416,0.350000,-0.770000,0.770000
4649,-0.015128,-0.007808,1.040416,0.560000,-0.840000,0.770000
4713,-0.014152,-0.007808,1.039928,0.350000,-0.770000,0.840000
4774,-0.014152,-0.006344,1.039440,0.350000,-0.770000,0.700000
4837,-0.015128,-0.008784,1.041880,0.350000,-0.770000,0.700000
4898,-0.016592,-0.006344,1.041392,0.210000,-0.770000,0.700000
4959,-0.014152,-0.008296,1.039928,0.560000,-0.840000,0.840000
5033,-0.015616,-0.007320,1.040904,0.210000,-0.700000,0.770000
5094,-0.017080,-0.006344,1.040904,0.630000,-0.770000,0.770000
5155,-0.013176,-0.004880,1.040904,0.420000,-0.770000,0.630000
5216,-0.018056,-0.006832,1.037488,0.350000,-0.770000,0.700000
5277,-0.017568,-0.008784,1.040904,0.560000,-0.770000,0.840000
5338,-0.015128,-0.005368,1.039440,0.490000,-0.770000,0.770000
5400,-0.016592,-0.007808,1.040904,0.490000,-0.840000,0.700000
5461,-0.014152,-0.008296,1.040416,0.350000,-0.770000,0.770000
5535,-0.014640,-0.008296,1.040904,0.490000,-0.840000,0.770000
5596,-0.015616,-0.007320,1.040416,0.420000,-0.840000,0.700000
5657,-0.013664,-0.008296,1.039440,0.420000,-0.840000,0.840000
5718,-0.014640,-0.006832,1.040416,0.350000,-0.770000,0.700000
5779,-0.015128,-0.008784,1.038952,0.560000,-0.700000,0.770000
5840,-0.018544,-0.009272,1.040416,0.420000,-0.840000,0.840000
5901,-0.015616,-0.007808,1.041392,0.420000,-0.700000,0.700000
5963,-0.017568,-0.008296,1.041880,0.350000,-0.700000,0.700000
6037,-0.015616,-0.007808,1.038464,0.420000,-0.840000,0.770000
6098,-0.015128,-0.009760,1.040416,0.350000,-0.770000,0.770000
6159,-0.014640,-0.005856,1.040904,0.420000,-0.770000,0.700000
6221,-0.014640,-0.007808,1.039928,0.490000,-0.700000,0.700000
6282,-0.013664,-0.005856,1.040904,0.490000,-0.770000,0.840000
6344,-0.017080,-0.006344,1.038952,0.350000,-0.770000,0.700000
6405,-0.015128,-0.007320,1.041392,0.280000,-0.770000,0.770000
6467,-0.016592,-0.006832,1.042368,0.420000,-0.840000,0.770000
6541,-0.014152,-0.008296,1.041392,0.350000,-0.840000,0.770000
6602,-0.016104,-0.006344,1.041880,0.350000,-0.700000,0.770000
6664,-0.015128,-0.006832,1.042368,0.420000,-0.840000,0.770000
6725,-0.015128,-0.006832,1.041880,0.350000,-0.770000,0.770000
6787,-0.016104,-0.005368,1.040904,0.490000,-0.770000,0.840000
6848,-0.014152,-0.005856,1.041880,0.420000,-0.700000,0.770000
6911,-0.015128,-0.006344,1.044320,0.280000,-0.770000,0.700000
6972,-0.014640,-0.007320,1.043832,0.350000,-0.770000,0.910000
7047,-0.016104,-0.004880,1.041392,0.420000,-0.840000,0.770000
7108,-0.013664,-0.008296,1.042856,0.350000,-0.630000,0.700000
7171,-0.016104,-0.008296,1.040416,0.420000,-0.840000,0.700000
7233,-0.015616,-0.005368,1.038952,0.490000,-0.700000,0.840000
7294,-0.015616,-0.005856,1.041392,0.490000,-0.700000,0.840000
7355,-0.012688,-0.005368,1.042368,0.490000,-0.840000,0.700000
7417,-0.015128,-0.007808,1.043832,0.490000,-0.840000,0.840000
7479,-0.015616,-0.006344,1.040904,0.350000,-0.700000,0.700000
7553,-0.017080,-0.007808,1.038952,0.420000,-0.770000,0.700000
7616,-0.013176,-0.007808,1.041392,0.560000,-0.770000,0.770000
7678,-0.013664,-0.006344,1.043344,0.350000,-0.700000,0.770000
7739,-0.014640,-0.008296,1.040904,0.490000,-0.770000,0.770000
7801,-0.016104,-0.006832,1.040904,0.350000,-0.770000,0.770000
7862,-0.015616,-0.007808,1.042856,0.420000,-0.770000,0.770000
7923,-0.016104,-0.006832,1.041392,0.560000,-0.770000,0.700000
7984,-0.016104,-0.005856,1.041392,0.420000,-0.770000,0.840000
8058,-0.013664,-0.006344,1.043344,0.490000,-0.770000,0.770000
8120,-0.017080,-0.006344,1.041880,0.350000,-0.840000,0.770000
8180,-0.015128,-0.006344,1.041392,0.350000,-0.700000,0.700000
8242,-0.013664,-0.007320,1.041392,0.420000,-0.770000,0.770000
8303,-0.016104,-0.007808,1.040904,0.490000,-0.700000,0.840000
8365,-0.013664,-0.005856,1.040904,0.420000,-0.700000,0.700000
8425,-0.015128,-0.006832,1.041880,0.490000,-0.840000,0.770000
8487,-0.015616,-0.007808,1.040416,0.630000,-0.840000,0.770000
8561,-0.015616,-0.006344,1.039928,0.560000,-0.840000,0.770000
8622,-0.015128,-0.006832,1.039928,0.420000,-0.840000,0.700000
8684,-0.016592,-0.006832,1.042368,0.490000,-0.770000,0.840000
8745,-0.017568,-0.006832,1.041392,0.420000,-0.770000,0.770000
8807,-0.016104,-0.007808,1.041880,0.490000,-0.770000,0.770000
8868,-0.015616,-0.006832,1.041880,0.420000,-0.700000,0.770000
8930,-0.016592,-0.008784,1.039440,0.350000,-0.700000,0.770000
8991,-0.015616,-0.005856,1.039440,0.490000,-0.700000,0.770000
9053,-0.014152,-0.006344,1.042368,0.350000,-0.770000,0.700000
9127,-0.015128,-0.005856,1.041880,0.420000,-0.770000,0.770000
9188,-0.016592,-0.009760,1.042368,0.490000,-0.840000,0.840000
9250,-0.014640,-0.006344,1.039928,0.420000,-0.770000,0.700000
9310,-0.015128,-0.007320,1.042856,0.420000,-0.770000,0.770000
9372,-0.014640,-0.007808,1.039440,0.350000,-0.770000,0.770000
9433,-0.015616,-0.008784,1.041880,0.490000,-0.770000,0.840000
9495,-0.014640,-0.008296,1.041392,0.490000,-0.840000,0.840000
9557,-0.014152,-0.006344,1.040904,0.560000,-0.840000,0.700000
9631,-0.014152,-0.005368,1.041392,0.350000,-0.700000,0.700000
9692,-0.013664,-0.007320,1.040416,0.490000,-0.840000,0.700000
9753,-0.017080,-0.008296,1.044320,0.630000,-0.840000,0.910000
9815,-0.013664,-0.008296,1.041880,0.420000,-0.700000,0.700000
9876,-0.014640,-0.007808,1.039440,0.420000,-0.770000,0.770000
9937,-0.014152,-0.007320,1.041392,0.420000,-0.700000,0.770000
9998,-0.015616,-0.007808,1.041392,0.420000,-0.840000,0.770000
10059,-0.016592,-0.008296,1.039928,0.490000,-0.770000,0.840000
10133,-0.016104,-0.008784,1.041392,0.420000,-0.770000,0.840000
10194,-0.017568,-0.007808,1.040904,0.560000,-0.840000,0.770000
10256,-0.015128,-0.007808,1.041880,0.280000,-0.770000,0.700000
10317,-0.015616,-0.007320,1.039928,0.350000,-0.700000,0.700000
10379,-0.014640,-0.005856,1.038952,0.490000,-0.840000,0.770000
10440,-0.015616,-0.006832,1.039440,0.420000,-0.770000,0.770000
10502,-0.014640,-0.007320,1.037976,0.420000,-0.770000,0.770000
10564,-0.015128,-0.007808,1.041880,0.350000,-0.840000,0.770000
10638,-0.014152,-0.008784,1.041392,0.560000,-0.770000,0.700000
10700,-0.017080,-0.006344,1.042368,0.420000,-0.770000,0.700000
10762,-0.016104,-0.005856,1.042368,0.490000,-0.700000,0.700000
10824,-0.017080,-0.007808,1.040904,0.560000,-0.770000,0.840000
10885,-0.014640,-0.006832,1.038952,0.350000,-0.770000,0.700000
10946,-0.016592,-0.007808,1.041392,0.420000,-0.770000,0.840000
11007,-0.014640,-0.006344,1.042368,0.420000,-0.700000,0.770000
11070,-0.015616,-0.008296,1.040904,0.350000,-0.700000,0.770000
11144,-0.015616,-0.006344,1.040416,0.490000,-0.840000,0.770000
11205,-0.017568,-0.009272,1.039440,0.490000,-0.770000,0.840000
11267,-0.015128,-0.006344,1.041392,0.280000,-0.770000,0.700000
11328,-0.015616,-0.008784,1.041392,0.490000,-0.840000,0.700000
11390,-0.014152,-0.005856,1.042856,0.420000,-0.770000,0.770000
11451,-0.015616,-0.007808,1.041392,0.350000,-0.770000,0.840000
11513,-0.016104,-0.007320,1.042368,0.560000,-0.770000,0.770000
11575,-0.014152,-0.006832,1.041392,0.280000,-0.700000,0.700000
11649,-0.014152,-0.008296,1.043344,0.350000,-0.770000,0.700000
11711,-0.014640,-0.006832,1.043344,0.420000,-0.910000,0.700000
11772,-0.016104,-0.006832,1.039928,0.420000,-0.910000,0.770000
11834,-0.014152,-0.007808,1.041392,0.490000,-0.770000,0.840000
11897,-0.015128,-0.008784,1.041392,0.420000,-0.840000,0.770000
11959,-0.016104,-0.005856,1.040416,0.560000,-0.700000,0.770000
12021,-0.016104,-0.006832,1.042368,0.350000,-0.700000,0.770000
12084,-0.015128,-0.006344,1.038952,0.490000,-0.770000,0.770000
12159,-0.014152,-0.005368,1.040904,0.420000,-0.770000,0.700000
12220,-0.012200,-0.007808,1.040904,0.350000,-0.700000,0.700000
12282,-0.015128,-0.006832,1.039928,0.420000,-0.770000,0.770000
12343,-0.014640,-0.005368,1.039440,0.560000,-0.840000,0.770000
12404,-0.014152,-0.005856,1.043344,0.350000,-0.770000,0.630000
12466,-0.017568,-0.008784,1.042856,0.350000,-0.770000,0.700000
12528,-0.017080,-0.008296,1.041880,0.560000,-0.770000,0.700000
12589,-0.017568,-0.007808,1.041880,0.280000,-0.770000,0.840000
12663,-0.016592,-0.005856,1.043344,0.490000,-0.770000,0.770000
12725,-0.015616,-0.007808,1.040416,0.490000,-0.910000,0.700000
12787,-0.015128,-0.007320,1.042856,0.420000,-0.770000,0.770000
12848,-0.017080,-0.004392,1.040416,0.490000,-0.770000,0.840000
12909,-0.015128,-0.007320,1.040416,0.350000,-0.840000,0.700000
12971,-0.015128,-0.008784,1.040904,0.490000,-0.770000,0.700000
13034,-0.015128,-0.007320,1.043344,0.420000,-0.770000,0.840000
13095,-0.014640,-0.008296,1.041392,0.350000,-0.770000,0.770000
13170,-0.015616,-0.007808,1.041880,0.420000,-0.770000,0.700000
13232,-0.013664,-0.006344,1.043832,0.350000,-0.770000,0.770000
13294,-0.015616,-0.006832,1.041392,0.350000,-0.770000,0.770000
13355,-0.013664,-0.008784,1.041392,0.490000,-0.770000,0.770000
13417,-0.014152,-0.007320,1.043832,0.490000,-0.700000,0.840000
13478,-0.015128,-0.007808,1.041392,0.420000,-0.770000,0.770000
13539,-0.017568,-0.005368,1.037976,0.560000,-0.840000,0.770000
13601,-0.017080,-0.009272,1.039440,0.490000,-0.840000,0.770000
13675,-0.014152,-0.007320,1.040904,0.490000,-0.770000,0.700000
13737,-0.013176,-0.007808,1.039928,0.490000,-0.770000,0.770000
13798,-0.015128,-0.007320,1.040904,0.420000,-0.770000,0.700000
13859,-0.017080,-0.009272,1.041392,0.490000,-0.770000,0.770000
13920,-0.015616,-0.007808,1.041392,0.420000,-0.770000,0.840000
13981,-0.013664,-0.008784,1.041880,0.280000,-0.770000,0.700000
14042,-0.018056,-0.005856,1.040904,0.420000,-0.700000,0.770000
14104,-0.016104,-0.007808,1.040416,0.490000,-0.700000,0.840000
14179,-0.015128,-0.007320,1.042856,0.350000,-0.840000,0.700000
14240,-0.013176,-0.008784,1.042856,0.210000,-0.840000,0.700000
14301,-0.016104,-0.010248,1.042368,0.420000,-0.770000,0.770000
14363,-0.017080,-0.004392,1.039928,0.980000,-0.350000,0.910000
14424,-0.015616,-0.008784,1.043832,0.070000,-0.630000,0.560000
14486,-0.014152,-0.006344,1.041392,0.700000,-0.910000,0.840000
14547,-0.014640,-0.008784,1.041880,0.210000,-0.560000,0.700000
14608,-0.016104,-0.006344,1.040416,0.560000,-0.770000,0.770000
14682,-0.015128,-0.006832,1.040904,0.420000,-0.770000,0.770000
14744,-0.018544,-0.008296,1.037976,0.490000,-0.770000,0.840000
14806,-0.015128,-0.005856,1.042856,0.350000,-0.770000,0.770000
14867,-0.012688,-0.008296,1.040904,0.560000,-0.840000,0.840000
14929,-0.016104,-0.006832,1.040904,0.280000,-0.770000,0.770000
14990,-0.013664,-0.007320,1.042368,0.490000,-0.840000,0.770000
15052,-0.016104,-0.007808,1.040904,0.280000,-0.910000,0.700000
15113,-0.015128,-0.007808,1.041392,0.420000,-0.840000,0.770000
15187,-0.014152,-0.005856,1.038952,0.560000,-0.910000,0.770000
15249,-0.015616,-0.007808,1.041880,0.350000,-0.770000,0.770000
15311,-0.017568,-0.006344,1.041880,0.490000,-0.700000,0.910000
15372,-0.015616,-0.009272,1.039928,0.350000,-0.770000,1.120000
15433,-0.014640,-0.008296,1.041392,0.490000,-1.050000,0.840000
15494,-0.015616,-0.008784,1.042856,0.350000,-0.700000,1.050000
15556,-0.011224,-0.009760,1.042856,0.350000,-0.700000,3.220000
15618,-0.015128,-0.005368,1.042856,0.210000,-0.350000,1.120000
15693,-0.015616,-0.008784,1.039440,0.280000,-0.490000,0.840000
15754,-0.015616,-0.007808,1.042856,-0.140000,-0.350000,0.770000
15817,-0.014640,-0.010736,1.043832,-0.490000,-0.490000,0.910000
15879,-0.019032,-0.008296,1.043832,-1.400000,-0.420000,0.840000
15940,-0.016104,-0.009272,1.048712,-3.780000,-0.910000,0.770000
16001,-0.015128,-0.012688,1.051640,-5.040000,-0.840000,0.840000
16063,-0.020008,-0.035136,1.111664,-8.540000,-1.330000,1.120000
16125,-0.020008,-0.057096,0.996984,-14.840000,-0.210000,0.770000
16199,-0.018544,-0.036600,1.082872,-22.610001,-0.700000,0.700000
16261,-0.017568,-0.068808,1.071160,-33.250000,-0.700000,0.420000
16323,-0.017568,-0.128832,1.000888,-35.840000,-0.630000,0.700000
16385,-0.018056,-0.175192,0.996496,11.830000,0.070000,0.140000
16447,0.201544,-0.705160,1.163392,-3.080000,2.520000,-176.470001
16508,-0.045872,0.042456,1.032120,-1.820000,-0.280000,23.590000
16569,-0.022936,-0.030744,1.039928,0.420000,-0.770000,-0.840000
16631,-0.018544,-0.015128,1.041880,0.770000,-1.120000,-0.210000
16705,-0.040992,0.021960,1.043344,-2.590000,-6.790000,45.080002
16767,-0.033672,-0.007808,1.040416,1.540000,-1.330000,-7.070000
16829,-0.003416,-0.014152,1.042856,0.770000,-1.050000,-5.600000
16890,-0.015616,-0.016592,1.039440,-0.350000,-0.140000,0.910000
16952,-0.015128,-0.032208,1.043344,-0.350000,0.210000,-4.550000
17014,-0.007320,-0.015128,1.037976,-0.560000,-1.260000,5.460000
17075,-0.013176,-0.032696,1.003816,-13.650000,-1.050000,6.300000
17149,-0.016592,-0.027816,1.084336,-23.730000,-1.750000,2.730000
17211,0.015128,-0.099064,1.051640,-101.570000,1.470000,0.490000
17272,-0.031720,-0.196176,1.075064,-86.029999,-0.630000,1.400000
17334,-0.012688,-0.272304,1.060424,-70.070000,-0.700000,1.260000
17395,-0.013664,-0.399672,0.876936,-39.060001,0.560000,-1.330000
17457,-0.020984,-0.382592,0.967704,-26.320000,0.000000,0.000000
17518,-0.013664,-0.408456,0.975024,-31.290001,-0.420000,0.420000
17580,-0.019032,-0.452864,0.923296,-27.230000,-0.350000,0.490000
17654,0.000976,-0.500688,0.917440,-32.619999,-0.770000,0.420000
17717,-0.026352,-0.464088,0.942816,-26.040001,-1.050000,0.630000
17778,-0.025376,-0.527040,0.880352,-24.920000,-0.490000,0.490000
17840,-0.018056,-0.532896,0.913536,-31.639999,-0.910000,0.840000
17902,-0.023424,-0.569008,0.870104,-36.540001,-0.630000,0.280000
17964,-0.019032,-0.580720,0.887672,-25.690001,-0.560000,0.210000
18026,-0.016592,-0.632936,0.798856,-10.150000,-0.350000,0.350000
18087,-0.017568,-0.628544,0.834480,-16.520000,-0.560000,0.560000
18162,-0.016592,-0.652944,0.820328,-16.730000,-0.420000,0.560000
18224,-0.011224,-0.667584,0.801296,-29.260000,-0.840000,0.840000
18286,-0.025376,-0.698816,0.756888,-22.049999,-0.420000,0.490000
18348,-0.015128,-0.705160,0.766160,-16.730000,-0.840000,0.700000
18410,-0.026352,-0.707112,0.762256,-20.860001,-0.630000,0.140000
18471,-0.014640,-0.728584,0.748104,-11.270000,-0.700000,0.700000
18534,-0.024888,-0.731024,0.754936,-20.020000,-0.630000,0.840000
18595,-0.015616,-0.749568,0.711504,-23.450001,-0.350000,0.630000
18669,-0.010736,-0.800808,0.613416,-13.860000,-0.210000,0.490000
18731,-0.020008,-0.800808,0.629032,-18.059999,-0.350000,0.280000
18792,-0.014152,-0.788120,0.680272,-9.800000,-0.700000,0.840000
18854,-0.011712,-0.815448,0.614392,-6.930000,-0.840000,0.630000
18916,-0.004880,-0.809104,0.646600,-11.900000,-0.630000,1.050000
18977,-0.015616,-0.808616,0.651480,-8.750000,-0.840000,0.700000
19039,-0.016104,-0.820816,0.631472,-14.280000,-0.420000,0.560000
19100,-0.015616,-0.846680,0.579744,-1.190000,-0.700000,0.770000
19150,-0.016592,-0.838384,0.574376,34.720001,-0.560000,0.840000
19211,-0.014152,-0.803248,0.624640,60.410000,-0.840000,1.190000
19273,-0.019032,-0.707112,0.785192,77.980003,-1.260000,1.260000
19334,-0.016104,-0.671000,0.818376,52.220001,-1.820000,1.050000
19395,-0.017568,-0.652456,0.788608,68.669998,-0.420000,0.910000
19457,-0.017080,-0.580232,0.867176,65.660004,-1.820000,1.330000
19518,-0.016592,-0.517280,0.915488,69.370003,-0.840000,1.190000
19592,-0.015128,-0.459696,0.954528,52.779999,-0.560000,0.770000
19654,-0.019032,-0.435784,0.937448,24.290001,-0.840000,0.910000
19716,-0.017568,-0.426024,0.911584,30.170000,-0.980000,0.770000
19777,-0.015616,-0.376736,0.971120,32.130001,-1.260000,1.050000
19838,-0.016592,-0.347456,0.995032,28.209999,-0.770000,1.120000
19900,-0.018544,-0.322080,0.991616,20.090000,-0.700000,1.050000
19961,-0.019032,-0.292800,0.981368,53.900002,-0.700000,1.050000
20022,-0.020008,-0.223992,1.022848,54.880001,-1.470000,1.120000
20097,-0.015616,-0.171776,0.999424,54.180000,-0.280000,0.700000
20157,-0.017568,-0.127856,1.017968,54.599998,-1.820000,1.260000
20218,-0.021960,-0.003416,1.172664,31.219999,-1.540000,0.910000
20279,-0.017080,-0.037576,1.086776,4.620000,-1.260000,0.840000
20341,-0.017568,-0.039528,1.046760,7.490000,-0.910000,0.770000
20402,-0.017568,-0.036600,1.047248,7.700000,-1.120000,0.910000
20462,-0.018056,-0.046360,1.007232,6.720000,-1.190000,0.840000
20523,-0.018544,-0.036112,0.993568,0.630000,-0.630000,0.630000
20597,-0.015616,-0.029280,1.038464,5.460000,-0.560000,0.770000
20658,-0.020984,-0.024400,1.040904,-1.120000,-0.630000,0.840000
20720,-0.021472,-0.019520,1.040904,3.780000,-0.350000,0.630000
20781,-0.019520,-0.014640,1.039928,1.260000,-0.700000,0.560000
20843,-0.019032,0.013664,1.045296,3.080000,-0.350000,0.000000
20904,-0.012200,0.024400,1.023336,6.510000,0.350000,-10.150000
20966,-0.024888,-0.059048,1.049200,12.880000,-1.750000,-8.540000
21028,-0.020008,0.019520,1.038464,8.960000,0.140000,1.050000
21102,-0.023912,0.029768,1.090680,101.779999,-0.700000,0.910000
21163,-0.022936,0.180560,1.001376,111.019997,-0.490000,1.260000
21224,-0.021960,0.285480,0.963800,38.220001,-0.840000,1.470000
21286,-0.021960,0.287432,1.011136,56.349998,-0.700000,1.260000
21348,-0.024400,0.360632,0.959408,65.940002,0.980000,2.380000
21409,-0.022936,0.421632,0.943792,77.910004,-1.120000,2.240000
21470,-0.025864,0.500200,0.883280,33.040001,-1.470000,1.610000
21531,-0.022936,0.517280,0.879376,33.040001,-1.190000,1.470000
21605,-0.023912,0.539728,0.871080,34.930000,-1.050000,1.400000
21667,-0.022936,0.583160,0.841312,30.870001,-1.120000,1.260000
21729,-0.021960,0.608048,0.815448,32.689999,-1.120000,1.400000
21797,-0.020008,0.620736,0.812520,23.309999,-1.330000,1.120000
21858,-0.019520,0.653432,0.776896,30.030001,-0.980000,1.330000
21919,-0.019520,0.667096,0.770552,15.890000,-1.190000,0.840000
21981,-0.018544,0.683200,0.751520,29.400000,-0.840000,1.330000
22042,-0.018544,0.700768,0.732488,26.879999,-0.840000,1.260000
22116,-0.019032,0.712968,0.717360,8.890000,-0.910000,0.980000
22178,-0.017080,0.719312,0.717848,14.210000,-0.910000,1.120000
22239,-0.017568,0.732976,0.693936,14.420000,-0.910000,0.980000
22300,-0.016592,0.748104,0.676856,19.320000,-0.840000,1.120000
22361,-0.018544,0.755424,0.676368,19.600000,-1.190000,0.910000
22421,-0.017080,0.765672,0.656848,6.440000,-0.700000,0.910000
22482,-0.016104,0.761280,0.665632,4.410000,-1.050000,0.770000
22545,-0.018056,0.775920,0.647088,20.230000,-0.980000,1.260000
22619,-0.014152,0.790560,0.625128,33.880001,-1.470000,1.260000
22681,-0.015616,0.821792,0.580720,8.890000,-0.910000,0.910000
22742,-0.016104,0.809104,0.601216,1.960000,-0.770000,0.770000
22804,-0.014640,0.811056,0.594384,7.280000,-0.700000,0.840000
22864,-0.015128,0.819840,0.588528,4.410000,-0.840000,0.840000
22926,-0.014152,0.824232,0.577792,3.080000,-0.980000,0.700000
22987,-0.013664,0.816912,0.588528,8.400000,-0.980000,1.050000
23048,-0.015616,0.824232,0.571936,-0.770000,-1.050000,0.840000
23121,-0.014640,0.832528,0.562664,-13.860000,-0.630000,0.840000
23183,-0.014152,0.809592,0.598776,-36.330002,-0.910000,0.490000
23245,-0.018544,0.781776,0.637816,-51.590000,-0.770000,0.210000
23306,-0.017080,0.734440,0.694424,-58.169998,-0.350000,0.280000
23367,-0.020008,0.704672,0.720288,-59.150002,-1.190000,-0.210000
23429,-0.019520,0.636840,0.787632,-74.410004,-3.850000,-0.490000
23491,-0.016592,0.560712,0.864248,-73.919998,-0.140000,-0.070000
23553,-0.018544,0.513864,0.902800,-32.689999,-0.770000,0.490000
23627,-0.019032,0.499224,0.880352,-49.980000,-0.280000,0.700000
